UniprotID.TF	UniprotID.Target	NCBI.GeneID.TF	NCBI.GeneID.Target	Name.TF	Name.Target	Detection.method	PubmedID	Organism	Source.database	Small-scale.evidence	TF.TFLink.ortho	TF.nonTFLink.ortho	Target.TFLink.ortho	Target.nonTFLink.ortho
Q01094	O14727	1869	317	E2F1	APAF1	chromatin immunoprecipitation assay;inferred by curator	29126285;12149244;15972851;12766778;26578589;17600109;22761861;18971253;27924024;18951482;17202159;29087512;22900683	Homo sapiens	GTRD;HTRI;ORegAnno;PAZAR;ReMap;TFactS_via_DoRothea;TRED;TRRUST	Yes	Mm:Q61501;Rn:O09139	-	Dr:A5WVJ8;Mm:O88879;Rn:Q9EPV5	-
Q8N907	P19971	199699	1890	DAND5	TYMP	chromatin immunoprecipitation assay;inferred by curator	29126285;29087512;17805539	Homo sapiens	ReMap;TRRUST	Yes	Mm:Q76LW6	Rn:D3ZGN3	Mm:Q99N42;Rn:Q5FVR2	-
Q01094	Q9NRF9	1869	54107	E2F1	POLE3	chromatin immunoprecipitation assay;inferred by curator	22761861;29126285;27924024;16403426	Homo sapiens	GTRD;ReMap;TFactS_via_DoRothea	Yes	Mm:Q61501;Rn:O09139	-	Dm:Q9V444;Dr:Q6PBL4;Mm:A0A0R4J091;Rn:Q642A5;Sc:P13434	-
P21359	P80365	4763	3291	NF1	HSD11B2	inferred by curator	17551100;29087512	Homo sapiens	TRRUST	Yes	Dr:E7FFY1;Mm:Q04690	Dm:Q8IMS2;Rn:F1LM28	Mm:P51661;Rn:P50233	Dr:F1QLP1
Q9UQR1	P11926	7707	4953	ZNF148	ODC1	inferred by curator	10448078;29087512	Homo sapiens	TRRUST	Yes	Dr:A0MS83;Mm:Q61624;Rn:Q62806	-	Dr:Q9DGJ4;Mm:P00860;Rn:P09057	-
P84022	Q05195	4088	4084	SMAD3	MXD1	chromatin immunoprecipitation assay;inferred by curator	29087512;27924024;21345218	Homo sapiens	GTRD;TRRUST	Yes	Dr:Q8AY15;Mm:Q8BUN5;Rn:P84025	-	Dr:A2BFZ1;Mm:Q8K1Z8;Rn:F1LRY0	-
P18146	P16615	1958	488	EGR1	ATP2A2	chromatin immunoprecipitation assay;inferred by curator	17202159;18971253;27924024;26578589	Homo sapiens	GTRD;ORegAnno;PAZAR;TRED	Yes	Dm:Q24266;Mm:P08046	Dr:P26632;Rn:A0A0H2UHR3	Dr:A0A0R4IQS8;Mm:O55143;Rn:P11507	Dr:A9C3Q5
P04637	P17936	7157	3486	TP53	IGFBP3	chromatin immunoprecipitation assay;inferred by curator	29126285;27899662;18431400;31340985;27924024;10101800;17202159;29087512	Homo sapiens	DoRothEA;GTRD;KEGG_via_DoRothEA;ReMap;TRED;TRRUST	Yes	Mm:P02340	Dr:B0R0M3;Rn:M0R497	Mm:P47878;Rn:A0A0G2K4Q9	Dr:Q66I28
P05549	P32926	7020	1830	TFAP2A	DSG3	inferred by curator	17202159	Homo sapiens	TRED	Yes	-	-	Mm:Q3UFC6	Rn:A0A0G2K294
P31276	P17947	3229	6688	HOXC13	SPI1	inferred by curator	18076876;29087512	Homo sapiens	TRRUST	Yes	Dr:A2BGD2;Mm:P50207;Rn:D3ZKV8	-	Mm:P17433	Dr:Q6PHV7;Rn:Q6BDS1
P10275	P55089	367	7349	AR	UCN	chromatin immunoprecipitation assay;inferred by curator	23801677;29087512;29126285;27924024	Homo sapiens	GTRD;ReMap;TRRUST	Yes	Mm:P19091;Rn:A0A0G2JSI8	-	Mm:P81615;Rn:P55090	-
P48436	A0A0B4J2D5	6662	8209	SOX9	GATD3B	inferred by curator	19322650;29087512	Homo sapiens	TRRUST	Yes	Dr:Q9DFH2;Mm:Q04887;Rn:F1LYL9	-	-	-
P11474	P35869	2101	196	ESRRA	AHR	chromatin immunoprecipitation assay;inferred by curator	10620335;29087512;29126285	Homo sapiens	ReMap;TRRUST	Yes	Mm:O08580;Rn:Q5QJV7	Dr:F1QQS8	-	-
P08047	P31153	6667	4144	SP1	MAT2A	chromatin immunoprecipitation assay;inferred by curator	11124935;29126285;11752324;27924024;17202159;29087512;11427482	Homo sapiens	GTRD;ReMap;TRED;TRRD_via_DoRothEA;TRRUST	Yes	Dr:F1QW97;Rn:Q01714	Mm:G3X8Q0	Dr:Q58EF9;Mm:Q3THS6;Rn:F1LRB8	-
P03372	P31260	2099	3206	ESR1	HOXA10	chromatin immunoprecipitation assay;electrophoretic mobility shift assay;inferred by curator	17202159;27924024;22900683;17311863	Homo sapiens	GTRD;HTRI;TRED	Yes	Mm:P19785	Rn:A0A0G2K0D4	Mm:P31310	Rn:D3ZHM5
Q06330	Q14469	3516	3280	RBPJ	HES1	chromatin immunoprecipitation assay;inferred by curator	7566092;12814948;29126285;10205173;27899662;10520600;11120788;22761861;10933396;27924024;9819428;10066785	Homo sapiens	GTRD;KEGG_via_DoRothEA;ReMap;TFactS_via_DoRothea	Yes	Dm:P28159;Dr:A4FTT3;Mm:P31266;Rn:M0R7Q3	-	Dr:Q6PBX3;Mm:P35428;Rn:D4ADT9	-
Q99856	P29590	1820	5371	ARID3A	PML	inferred by curator	29087512;22010578	Homo sapiens	TRRUST	Yes	Mm:Q62431;Rn:B5DEX9	-	Mm:Q60953;Rn:F1M589	-
Q13547	P36952	3065	5268	HDAC1	SERPINB5	chromatin immunoprecipitation assay;inferred by curator	27924024;29087512;10709100	Homo sapiens	GTRD;TRRUST	Yes	Mm:O09106;Rn:Q4QQW4	-	Mm:P70124;Rn:G3V6C1	-
Q02447	P00734	6670	2147	SP3	F2	inferred by curator	17202159;22761861;12911579	Homo sapiens	TFactS_via_DoRothea;TRED	Yes	Mm:O70494;Rn:A0A0G2K5M1	Dr:B0R082	Mm:P19221;Rn:G3V843	-
P10242	P15531	4602	4830	MYB	NME1	chromatin immunoprecipitation assay;inferred by curator	29126285;27924024;17202159	Homo sapiens	GTRD;ReMap;TRED	Yes	Dr:F1QP24;Rn:A0A0G2K2A4	Mm:A0A087WPA7	-	-
P01100	Q92598	2353	10808	FOS	HSPH1	chromatin immunoprecipitation assay;inferred by curator	29126285;20188076;26578589;18971253;27924024;29087512	Homo sapiens	GTRD;ORegAnno;PAZAR;ReMap;TRRUST	Yes	Dr:Q6P0S4;Mm:P01101;Rn:P12841	-	Mm:Q61699;Rn:Q66HA8	-
Q13315	P15151	472	5817	ATM	PVR	inferred by curator	29087512;21406724	Homo sapiens	TRRUST	Yes	Mm:Q62388;Rn:D4ACL8	Dr:R4GE34	-	-
P43268	Q92777	2118	6854	ETV4	SYN2	inferred by curator	17202159;29087512;7592648	Homo sapiens	TRED;TRRUST	Yes	Dr:F1RD02;Rn:A0A0G2JX95	Mm:A2A5C3	Mm:Q64332;Rn:G3V733	Dr:F1R0A8
P10275	Q15648	367	5469	AR	MED1	chromatin immunoprecipitation assay;inferred by curator	29126285;17483314;27924024;17202159;29087512	Homo sapiens	GTRD;ReMap;TRED;TRRUST	Yes	Mm:P19091;Rn:A0A0G2JSI8	-	Dm:Q9VP05;Dr:B8JM88;Mm:Q925J9;Rn:D3ZRN2	-
Q14494	P30044	4779	25824	NFE2L1	PRDX5	chromatin immunoprecipitation assay;inferred by curator	21051700;29087512;29126285	Homo sapiens	ReMap;TRRUST	Yes	Dr:U3JAR7;Mm:Q61985;Rn:D4A349	-	Dm:Q960M4;Mm:P99029;Rn:A0A0G2JSS8;Sc:P38013	Dr:F1QCE3
P10275	P54108	367	10321	AR	CRISP3	chromatin immunoprecipitation assay;inferred by curator	29087512;29126285;27924024;11223178	Homo sapiens	GTRD;ReMap;TRRUST	Yes	Mm:P19091;Rn:A0A0G2JSI8	-	Mm:Q03401	-
P06400	Q9UM11	5925	51343	RB1	FZR1	chromatin immunoprecipitation assay;inferred by curator	12391156;29087512;29126285;27924024	Homo sapiens	GTRD;ReMap;TRRUST	Yes	Dm:Q9VF04;Dr:F1Q9D6;Mm:P13405;Rn:R9PXV5	-	Ce:Q09373;Dm:Q9W4H9;Dr:Q7ZUP9;Mm:Q9R1K5;Rn:B1WCA1	-
P22670	P12004	5989	5111	RFX1	PCNA	chromatin immunoprecipitation assay;inferred by curator	29126285;10336433;26578589;18971253;27924024;29087512	Homo sapiens	GTRD;ORegAnno;PAZAR;ReMap;TRRUST	Yes	Dr:E7EZ03;Mm:P48377;Rn:D3ZQ82	-	Ce:O02115;Dm:P17917;Dr:Q9PTP1;Mm:P17918;Rn:P04961;Sc:P15873	-
P01106	P55291	4609	1013	MYC	CDH15	chromatin immunoprecipitation assay;inferred by curator	29087512;29126285;27924024;19882246	Homo sapiens	GTRD;ReMap;TRRUST	Yes	Dr:F1RC36;Mm:P01108	-	Mm:P33146;Rn:Q75NI5	Dr:E9QEL7
P03372	O60674	2099	3717	ESR1	JAK2	chromatin immunoprecipitation assay;inferred by curator	29087512;29126285;27924024;19876927	Homo sapiens	GTRD;ReMap;TRRUST	Yes	Mm:P19785	Rn:A0A0G2K0D4	Mm:Q62120;Rn:Q62689	-
P15976	P46663	2623	623	GATA1	BDKRB1	chromatin immunoprecipitation assay;inferred by curator	27924024;29087512;10842322	Homo sapiens	GTRD;TRRUST	Yes	Mm:P17679	Rn:P43429	Mm:Q61125	Dr:A8E7T8;Rn:P97583
P28698	Q9ULC6	7593	29943	MZF1	PADI1	chromatin immunoprecipitation assay;inferred by curator	17851584;29087512;22900683	Homo sapiens	HTRI;TRRUST	Yes	Rn:D3ZF35	-	Mm:Q9Z185	Rn:G3V6Y0
P01106	Q00987	4609	4193	MYC	MDM2	chromatin immunoprecipitation assay;inferred by curator	29126285;12695333;27924024;17202159;22900683	Homo sapiens	GTRD;HTRI;ReMap;TRED	Yes	Dr:F1RC36;Mm:P01108	-	Mm:P23804;Rn:A0A0G2JVC1	Dr:B0R0S9
Q16254	Q05215	1874	1961	E2F4	EGR4	chromatin immunoprecipitation assay;inferred by curator	29126285;17202159	Homo sapiens	ReMap;TRED	Yes	Dr:A0A0R4ICD5;Mm:Q8R0K9;Rn:D4A9V4	-	Mm:Q9WUF2;Rn:G3V7Z9	-
Q04206	Q14765	5970	6775	RELA	STAT4	chromatin immunoprecipitation assay;inferred by curator	29087512;27924024;17046972	Homo sapiens	GTRD;TRRUST	Yes	Mm:Q04207;Rn:Q7TQN4	-	Rn:Q66HB2	Dr:B0S790;Mm:Q3V157
Q8N907	Q5EE01	199699	387103	DAND5	CENPW	chromatin immunoprecipitation assay;inferred by curator	20180024;29087512;29126285	Homo sapiens	ReMap;TRRUST	Yes	Mm:Q76LW6	Rn:D3ZGN3	Mm:Q3URR0;Rn:A1L1L1	Dr:A0A0R4IXK5
P40337	P04637	7428	7157	VHL	TP53	inferred by curator	22071692;29087512	Homo sapiens	TRRUST	Yes	Dr:F1QY17;Mm:P40338;Rn:Q64259	-	Mm:P02340	Dr:B0R0M3;Rn:M0R497
P18846	P13569	466	1080	ATF1	CFTR	inferred by curator	17202159;10075672;29087512	Homo sapiens	TRED;TRRUST	Yes	Dr:Q7T351;Mm:P81269;Rn:F7FD47	-	Mm:P26361	Dr:Q1LX78;Rn:A0A0G2K3B1
Q99593	P36382	6910	2702	TBX5	GJA5	chromatin immunoprecipitation assay;inferred by curator	29087512;27924024;18451335	Homo sapiens	GTRD;TRRUST	Yes	Mm:P70326	Rn:G3V657	Dr:F1QL21;Mm:Q01231	Rn:P28234
Q9UBS8	P24385	9604	595	RNF14	CCND1	inferred by curator	29087512;17510080	Homo sapiens	TRRUST	Yes	Ce:Q20871;Dr:F1RB95;Mm:Q9JI90;Rn:Q3ZAU6	-	Dr:Q90459;Mm:P25322;Rn:P39948	-
P40763	P03956	6774	4312	STAT3	MMP1	chromatin immunoprecipitation assay;inferred by curator	17460772;29126285;27924024;21410405;29087512;16205632	Homo sapiens	GTRD;ReMap;TRRUST	Yes	-	-	Mm:G5E8A9;Mm:E9QPT8	Rn:D3ZRZ2;Rn:B5DFD5
P01106	O75446	4609	8819	MYC	SAP30	chromatin immunoprecipitation assay;inferred by curator	29126285;27924024;17202159	Homo sapiens	GTRD;ReMap;TRED	Yes	Dr:F1RC36;Mm:P01108	-	Mm:O88574;Rn:D3ZC08	-
P08047	P15907	6667	6480	SP1	ST6GAL1	chromatin immunoprecipitation assay;inferred by curator	29126285;29087512;10814704;27924024	Homo sapiens	GTRD;ReMap;TRRUST	Yes	Dr:F1QW97;Rn:Q01714	Mm:G3X8Q0	Mm:Q64685	Dr:F1QK50;Rn:P13721
Q01094	Q9NPF7	1869	51561	E2F1	IL23A	chromatin immunoprecipitation assay;inferred by curator	29126285;29087512;17707233;27924024	Homo sapiens	GTRD;ReMap;TRRUST	Yes	Mm:Q61501;Rn:O09139	-	Mm:Q9EQ14	Rn:Q91Z84
P08151	P55058	2735	5360	GLI1	PLTP	inferred by curator	18924150;22761861	Homo sapiens	TFactS_via_DoRothea	Yes	Mm:P47806;Rn:G3V6X8	-	Dr:Q6DEI0;Mm:P55065;Rn:E9PSP1	-
P04198	P33992	4613	4174	MYCN	MCM5	chromatin immunoprecipitation assay;inferred by curator	29126285;29087512;27924024;17826980;22900683	Homo sapiens	GTRD;HTRI;ReMap;TRRUST	Yes	Dr:A0A0A0MPF8;Mm:P03966;Rn:G3V6T6	-	Ce:Q21902;Dm:Q9VGW6;Dr:F1QK71;Mm:P49718;Sc:P29496	Rn:A0A0G2JY07
P15976	U6A216	2623	-	GATA1	HBA1	inferred by curator	20564185;29087512;12609092	Homo sapiens	TRRUST	Yes	Mm:P17679	Rn:P43429	-	-
Q99801	P10275	4824	367	NKX3-1	AR	inferred by curator	29087512;23518348;17303007;16697957	Homo sapiens	TRRUST	Yes	Mm:P97436	Dr:Q68EL7;Rn:Q497B7	Mm:P19091;Rn:A0A0G2JSI8	-
Q02447	P09629	6670	3217	SP3	HOXB7	inferred by curator	17202159;29087512;12697323	Homo sapiens	TRED;TRRUST	Yes	Mm:O70494;Rn:A0A0G2K5M1	Dr:B0R082	Dr:Q8AWY9;Mm:P09024;Rn:P18864	-
Q06710	Q92911	7849	6528	PAX8	SLC5A5	inferred by curator	22458515;17614769;14630715;17202159;29087512	Homo sapiens	TFe_via_DoRothEA;TRED;TRRUST	Yes	Mm:Q00288;Rn:P51974	Dr:F1Q9Q9	Mm:G3X8P5;Rn:F1LR66;Sc:P33413	Dr:Q1LY42
P04198	P10909	4613	1191	MYCN	CLU	chromatin immunoprecipitation assay;inferred by curator	23362253;29087512;29126285;27924024	Homo sapiens	GTRD;ReMap;TRRUST	Yes	Dr:A0A0A0MPF8;Mm:P03966;Rn:G3V6T6	-	Dr:Q5SPR2;Mm:Q06890;Rn:G3V836	-
Q01094	O94817	1869	9140	E2F1	ATG12	chromatin immunoprecipitation assay;inferred by curator	22761861;29126285;27924024;19657746	Homo sapiens	GTRD;ReMap;TFactS_via_DoRothea	Yes	Mm:Q61501;Rn:O09139	-	Ce:Q10931;Dm:Q9VTU1;Dr:F1Q9E0;Mm:Q9CQY1;Rn:Q2TBJ5	-
P19419	O95391	2002	10569	ELK1	SLU7	chromatin immunoprecipitation assay;inferred by curator	31340985;19687146;27924024	Homo sapiens	DoRothEA;GTRD	Yes	Mm:P41969	Dr:A0A0R4IDT6;Rn:A4GTP4	Ce:Q21278;Dm:Q9VAQ7;Dr:F1RCR0;Mm:Q8BHJ9;Rn:Q80ZG5	-
P42229	P05814	6776	1447	STAT5A	CSN2	inferred by curator	27899662;16832345;15746097;17202159;29087512	Homo sapiens	KEGG_via_DoRothEA;TRED;TRRUST	Yes	Mm:P42230;Rn:G3V8K7	-	Mm:P10598	Rn:G3V9R5
Q12809	P09601	3757	3162	KCNH2	HMOX1	inferred by curator	10022513;29087512	Homo sapiens	TRRUST	Yes	Mm:Q53Z09;Rn:F1LN86	-	Dr:B0UXS0;Mm:P14901;Rn:P06762	-
Q16254	O15514	1874	5433	E2F4	POLR2D	chromatin immunoprecipitation assay;inferred by curator	29126285;26578589;18971253;27924024;17202159	Homo sapiens	GTRD;ORegAnno;PAZAR;ReMap;TRED	Yes	Dr:A0A0R4ICD5;Mm:Q8R0K9;Rn:D4A9V4	-	Ce:O02092;Dm:Q9VEA5;Dr:Q6DRG4;Mm:Q9D7M8;Rn:D4A259	-
Q09472	Q15910	2033	2146	EP300	EZH2	chromatin immunoprecipitation assay;inferred by curator	29126285;29087512;25088689;27924024	Homo sapiens	GTRD;ReMap;TRRUST	Yes	Dr:X1WG57;Mm:B2RWS6	-	Mm:Q61188;Rn:B5DFE2	Dr:F1QQ58
Q9BPY8	P01100	84525	2353	HOPX	FOS	inferred by curator	19173292;29087512	Homo sapiens	TRRUST	Yes	Dr:Q8AYB8;Mm:Q8R1H0	Rn:Q78ZR5	Dr:Q6P0S4;Mm:P01101;Rn:P12841	-
Q09472	Q16790	2033	768	EP300	CA9	chromatin immunoprecipitation assay;inferred by curator	27924024;29087512;29126285;16270297	Homo sapiens	GTRD;ReMap;TRRUST	Yes	Dr:X1WG57;Mm:B2RWS6	-	Mm:Q8VHB5	Rn:F7FL00
O95718	O75934	2103	10286	ESRRB	BCAS2	inferred by curator	24667650;29087512	Homo sapiens	TRRUST	Yes	-	-	Dm:Q9VAY6;Dr:Q5RKQ0;Mm:Q9D287;Rn:B5DFM8	Ce:Q22417
P05549	P17844	7020	1655	TFAP2A	DDX5	chromatin immunoprecipitation assay;inferred by curator	27924024;17202159	Homo sapiens	GTRD;TRED	Yes	-	-	-	-
P25054	P35354	324	5743	APC	PTGS2	inferred by curator	29087512;11396184;10772828;12566320	Homo sapiens	TRRUST	Yes	Mm:B2RUG9	Dr:F8W4Z3;Rn:A0A0G2K8G0	Dr:Q5RI06;Mm:Q05769;Rn:P35355	-
P05412	P20333	3725	7133	JUN	TNFRSF1B	chromatin immunoprecipitation assay;inferred by curator	29126285;29087512;9743209;27924024	Homo sapiens	GTRD;ReMap;TRRUST	Yes	Dr:Q6NZT5;Mm:P05627;Rn:P17325	-	Mm:P25119;Rn:Q80WY6	-
P01106	Q15011	4609	9709	MYC	HERPUD1	chromatin immunoprecipitation assay;inferred by curator	29126285;12695333;27924024;17202159;22900683	Homo sapiens	GTRD;HTRI;ReMap;TRED	Yes	Dr:F1RC36;Mm:P01108	-	Dr:A0A286YAA4;Mm:Q9JJK5;Rn:Q9ESS9	-
P17676	P00403	1051	4513	CEBPB	MT-CO2	chromatin immunoprecipitation assay;electrophoretic mobility shift assay;inferred by curator	18367585;27924024;22900683	Homo sapiens	GTRD;HTRI	Yes	Mm:P28033;Rn:P21272	-	Dm:P00408;Mm:P00405;Rn:P00406;Sc:P00410	Dr:Q9MIY7
P19838	Q9NYK1	4790	51284	NFKB1	TLR7	inferred by curator	16423052;20658750;29087512	Homo sapiens	TRRUST	Yes	Dm:Q94527;Mm:P25799;Rn:F1LQH2	-	Mm:P58681;Rn:A5H2Z9	-
P16220	P16949	1385	3925	CREB1	STMN1	chromatin immunoprecipitation assay;inferred by curator	29087512;29126285;27924024;23000483	Homo sapiens	GTRD;ReMap;TRRUST	Yes	Dr:Q803K8;Mm:Q01147;Rn:P15337	Dr:E9QHG0	Dr:Q568Q7;Dr:Q1RLQ1;Mm:P54227;Rn:P13668	-
Q8N907	P05106	199699	3690	DAND5	ITGB3	chromatin immunoprecipitation assay;inferred by curator	29087512;29126285;23319049	Homo sapiens	ReMap;TRRUST	Yes	Mm:Q76LW6	Rn:D3ZGN3	-	-
P22415	P11150	7391	3990	USF1	LIPC	chromatin immunoprecipitation assay;inferred by curator	19416648;27924024;17202159;29087512;15721010	Homo sapiens	GTRD;TRED;TRRUST	Yes	Dr:F1QUA1;Mm:Q61069;Rn:O35410	-	Mm:P27656;Rn:A0A0G2K6S7	Dr:F1QA22
Q01094	Q5W0Q7	1869	10208	E2F1	USPL1	chromatin immunoprecipitation assay;inferred by curator	29126285;27924024;17202159	Homo sapiens	GTRD;ReMap;TRED	Yes	Mm:Q61501;Rn:O09139	-	Rn:M0R4X8	Mm:E9QLC6
P49716	Q01860	1052	5460	CEBPD	POU5F1	inferred by curator	17202159;15284209;29087512	Homo sapiens	TRED;TRRUST	Yes	Dr:Q6P612;Mm:Q00322;Rn:Q03484	-	-	-
Q8N907	P07864	199699	3948	DAND5	LDHC	chromatin immunoprecipitation assay;inferred by curator	18930904;29087512;29126285	Homo sapiens	ReMap;TRRUST	Yes	Mm:Q76LW6	Rn:D3ZGN3	Mm:P00342	Rn:Q6AYX2
P25490	Q9GZU2	7528	5178	YY1	PEG3	chromatin immunoprecipitation assay;inferred by curator	29087512;29126285;27924024;18458536	Homo sapiens	GTRD;ReMap;TRRUST	Yes	Mm:Q00899;Rn:Q8CHJ4	-	-	Rn:D4AB33
P03372	Q12948	2099	2296	ESR1	FOXC1	chromatin immunoprecipitation array;chromatin immunoprecipitation assay;inferred by curator	29126285;24234451;21878914;25303530;18971253;27924024;18414489;22900683	Homo sapiens	GTRD;HTRI;IntAct_via_DoRothEA;PAZAR;ReMap	Yes	Mm:P19785	Rn:A0A0G2K0D4	Dr:Q9DE25;Mm:Q61572;Rn:M0RCA0	-
Q8N907	O14684	199699	9536	DAND5	PTGES	chromatin immunoprecipitation assay;inferred by curator	29087512;20688046;29126285	Homo sapiens	ReMap;TRRUST	Yes	Mm:Q76LW6	Rn:D3ZGN3	Dr:Q5IHX7;Mm:Q9JM51;Rn:Q9JHF3	-
P42229	P00533	6776	1956	STAT5A	EGFR	inferred by curator	17202159	Homo sapiens	TRED	Yes	Mm:P42230;Rn:G3V8K7	-	Dr:A0A0R4IFV9;Mm:Q01279;Rn:G3V6K6	-
A0A0B4J2D5	P01730	8209	920	GATD3B	CD4	inferred by curator	29087512;11287612	Homo sapiens	TRRUST	Yes	-	-	Mm:P06332;Rn:P05540	-
P25490	P48047	7528	539	YY1	ATP5PO	chromatin immunoprecipitation assay;inferred by curator	22951020;29126285;27924024;26578589	Homo sapiens	GTRD;ORegAnno;ReMap	Yes	Mm:Q00899;Rn:Q8CHJ4	-	Ce:Q7JNG1;Dm:Q24439;Dr:Q6DRD1;Mm:Q9DB20;Rn:Q06647;Sc:P09457	-
P10826	P05362	5915	3383	RARB	ICAM1	inferred by curator	17202159	Homo sapiens	TRED	Yes	Mm:P22605;Rn:D3ZFD9	-	Mm:P13597;Rn:Q00238	-
P08047	Q8NCG5	6667	10164	SP1	CHST4	inferred by curator	22446378;29087512	Homo sapiens	TRRUST	Yes	Dr:F1QW97;Rn:Q01714	Mm:G3X8Q0	Dm:Q9VMC3	Mm:A0A1D5RMF5;Rn:D3ZLS2
P05412	Q9UGI6	3725	3782	JUN	KCNN3	chromatin immunoprecipitation assay;inferred by curator	29126285;27924024;17202159	Homo sapiens	GTRD;ReMap;TRED	Yes	Dr:Q6NZT5;Mm:P05627;Rn:P17325	-	-	-
P04637	Q71UM5	7157	51065	TP53	RPS27L	chromatin immunoprecipitation assay;inferred by curator	29126285;18431400;31340985;26578589;18971253;27924024	Homo sapiens	DoRothEA;GTRD;ORegAnno;PAZAR;ReMap	Yes	Mm:P02340	Dr:B0R0M3;Rn:M0R497	-	-
P56524	O15379	9759	8841	HDAC4	HDAC3	inferred by curator	11804585;29087512	Homo sapiens	TRRUST	Yes	-	-	Dm:Q7KTS4;Sc:P53096	Mm:Q3UM33;Rn:A0A0G2K1C8
Q969V6	Q01995	57591	6876	MRTFA	TAGLN	inferred by curator	14970199;29087512	Homo sapiens	TRRUST	Yes	-	-	Mm:P37804	Dr:Q0P4B4;Rn:A0A0G2JWK7
P08047	C9JL84	6667	10086	SP1	HHLA1	inferred by curator	17202159	Homo sapiens	TRED	Yes	Dr:F1QW97;Rn:Q01714	Mm:G3X8Q0	-	-
P08651	P07197	4782	4741	NFIC	NEFM	chromatin immunoprecipitation assay;inferred by curator	27924024;17202159	Homo sapiens	GTRD;TRED	Yes	Mm:P70255;Rn:O70188	-	Mm:A0A0R4J036;Rn:G3V7S2	Dr:F1QCR7
P42224	P01584	6772	3553	STAT1	IL1B	chromatin immunoprecipitation assay;inferred by curator	17386941;29126285;18971253;27924024;29087512	Homo sapiens	GTRD;PAZAR;ReMap;TRRUST	Yes	Dr:Q6P943	Mm:A0A087WSP5	Dr:A0A0R4IYF1;Mm:P10749	Rn:Q5BKB0
O75469	P20336	8856	5864	NR1I2	RAB3A	inferred by curator	29087512;21072196	Homo sapiens	TRRUST	Yes	Mm:O54915;Rn:Q9R1A7	-	Dr:Q5RGB5;Mm:P63011;Rn:P63012	-
P08651	P05177	4782	1544	NFIC	CYP1A2	inferred by curator	17202159	Homo sapiens	TRED	Yes	Mm:P70255;Rn:O70188	-	Mm:P00186;Rn:P04799	-
P03372	P51531	2099	6595	ESR1	SMARCA2	chromatin immunoprecipitation assay;inferred by curator	27924024;17202159	Homo sapiens	GTRD;TRED	Yes	Mm:P19785	Rn:A0A0G2K0D4	Dr:Q1MTE3;Rn:E9PTG1	Mm:H3BLH0
P19419	P23471	2002	5803	ELK1	PTPRZ1	chromatin immunoprecipitation assay;inferred by curator	20224786;29087512;22900683	Homo sapiens	HTRI;TRRUST	Yes	Mm:P41969	Dr:A0A0R4IDT6;Rn:A4GTP4	Mm:B9EKR1;Rn:F1LMY3	-
P04637	O43272	7157	5625	TP53	PRODH	inferred by curator	18794809;26578589;22761861;18971253;17202159	Homo sapiens	ORegAnno;PAZAR;TFactS_via_DoRothea;TRED	Yes	Mm:P02340	Dr:B0R0M3;Rn:M0R497	-	-
P49715	P11597	1050	1071	CEBPA	CETP	inferred by curator	17202159;18971253;26578589	Homo sapiens	ORegAnno;PAZAR;TRED	Yes	Dr:Q8UVZ1;Mm:P53566;Rn:A0A0H2UI22	-	Dr:Q5U3E2	-
P10826	Q12796	5915	10957	RARB	PNRC1	inferred by curator	17202159	Homo sapiens	TRED	Yes	Mm:P22605;Rn:D3ZFD9	-	Mm:Q3TWH3;Rn:R9PXT3	-
O75030	O76090	4286	7439	MITF	BEST1	chromatin immunoprecipitation assay;inferred by curator	1999537;20530484;19067971;26578589;22761861;18971253;27924024;29087512;14982938	Homo sapiens	GTRD;ORegAnno;PAZAR;TFactS_via_DoRothea;TRRUST	Yes	Dr:F1Q885;Mm:Q08874;Rn:O88368	-	Mm:O88870;Rn:Q6AYG9	-
Q8N907	P56817	199699	23621	DAND5	BACE1	chromatin immunoprecipitation assay;inferred by curator	29126285;15681800;22275252;15857888;21712774;29087512	Homo sapiens	ReMap;TRRUST	Yes	Mm:Q76LW6	Rn:D3ZGN3	Mm:P56818;Rn:P56819	-
P18848	P35638	468	1649	ATF4	DDIT3	chromatin immunoprecipitation assay;inferred by curator	21044953;17455323;27899662;17276738;16246168;21966512;27924024;29087512;20020050;22691366	Homo sapiens	GTRD;KEGG_via_DoRothEA;TRRUST	Yes	Dr:Q6NW59;Mm:Q06507;Rn:Q9ES19	-	Dr:F1Q964;Mm:P35639;Rn:Q496Y7	-
P08047	P36544	6667	1139;89832	SP1	CHRNA7	chromatin immunoprecipitation assay;inferred by curator	27924024;17202159	Homo sapiens	GTRD;TRED	Yes	Dr:F1QW97;Rn:Q01714	Mm:G3X8Q0	-	-
Q01094	O00622	1869	3491	E2F1	CCN1	chromatin immunoprecipitation assay;inferred by curator	29126285;27924024;17202159	Homo sapiens	GTRD;ReMap;TRED	Yes	Mm:Q61501;Rn:O09139	-	Dr:F1QL10;Mm:P18406;Rn:Q66HT5	-
P23769	Q9NRY7	2624	57047	GATA2	PLSCR2	chromatin immunoprecipitation assay;inferred by curator	29126285;26578589;22951020;19941826;27924024;22900683	Homo sapiens	GTRD;HTRI;ORegAnno;ReMap	Yes	Mm:O09100;Rn:Q924Y4	Dr:Q7T3G1	-	-
